transaction_id,amount,customer_age,transaction_type,payment_method,location,time_of_day,is_fraud
852,752.460865695186,64,POS,Debit Card,USA,Evening,0
853,217.8065371646299,22,Online,Crypto,UK,Evening,0
854,899.0737465463067,56,Online,Credit Card,Germany,Afternoon,0
855,213.08824407718708,35,POS,Credit Card,USA,Afternoon,0
856,198.7808434570299,55,Online,Credit Card,USA,Morning,0
857,46.18417116961393,54,POS,Credit Card,India,Morning,0
858,477.34627565889923,47,ATM,Debit Card,Germany,Morning,0
859,569.1927219299903,68,ATM,Debit Card,Germany,Night,0
860,75.05155303406885,48,ATM,Crypto,India,Night,0
861,777.7723405280605,27,ATM,Credit Card,Germany,Night,1
862,458.7559464005473,32,POS,Credit Card,Canada,Night,0
863,529.1463666343043,59,ATM,Crypto,UK,Night,0
864,446.3551194688459,65,ATM,Crypto,India,Afternoon,1
865,406.7554302665727,61,ATM,Crypto,USA,Evening,0
866,564.0439279951357,35,ATM,PayPal,Germany,Night,0
867,163.6878434714054,40,POS,Crypto,Canada,Morning,0
868,190.1088491903184,50,ATM,Crypto,Canada,Evening,0
869,863.1677648033822,33,Online,PayPal,UK,Night,0
870,946.6543075122964,55,Online,Credit Card,Canada,Night,0
871,379.5762231169554,52,Online,Debit Card,Germany,Afternoon,0
872,278.03722641211823,51,Online,Credit Card,Germany,Afternoon,0
873,647.5595478066256,45,Online,Debit Card,Canada,Afternoon,0
874,414.6468293871154,19,Online,Debit Card,Germany,Night,0
875,35.13249210374141,47,POS,Crypto,Germany,Afternoon,0
876,164.59107139252845,30,Online,Crypto,USA,Night,0
877,718.8125065589236,58,ATM,PayPal,India,Evening,0
878,662.3347024910498,33,Online,Credit Card,Germany,Evening,0
879,36.825032578448656,22,POS,Credit Card,Germany,Night,0
880,229.75244031361996,45,Online,Debit Card,UK,Morning,0
881,238.76404862219067,56,ATM,Crypto,India,Night,0
882,675.1738161627411,62,ATM,Crypto,India,Evening,0
883,29.513432376820514,37,POS,Credit Card,India,Evening,0
884,113.06749616472811,41,POS,PayPal,Canada,Night,0
885,801.9169245194574,44,POS,Crypto,USA,Night,1
886,186.75921543379027,47,POS,PayPal,USA,Night,0
887,656.218646773356,62,Online,Credit Card,UK,Evening,0
888,245.80095323625926,44,Online,Credit Card,India,Morning,0
889,108.44697883175171,43,ATM,PayPal,India,Night,0
890,250.74046908945954,24,POS,Crypto,Germany,Evening,0
891,725.0442625371026,59,POS,Credit Card,Canada,Night,0
892,857.1395034252229,64,Online,Debit Card,Canada,Evening,0
893,831.9176659213217,55,POS,Credit Card,UK,Night,0
894,403.21169432227026,22,ATM,Crypto,USA,Evening,0
895,671.4042852049397,40,ATM,Debit Card,India,Night,0
896,212.93445246166277,45,POS,Credit Card,UK,Afternoon,0
897,300.2162529584031,51,ATM,Crypto,Canada,Night,0
898,897.3724603359086,32,ATM,Crypto,Canada,Evening,0
899,22.871904275628673,49,Online,Credit Card,Canada,Night,0
900,94.6534455459234,43,ATM,Crypto,India,Morning,0
901,215.80739259456703,65,POS,PayPal,India,Night,0
902,36.26688183508152,48,POS,Debit Card,India,Night,0
903,189.62108073889934,36,ATM,PayPal,Germany,Night,0
904,587.2111453599953,26,POS,Credit Card,USA,Morning,0
905,427.210305086573,46,Online,PayPal,Canada,Morning,0
906,893.7449939662051,68,ATM,Credit Card,Canada,Morning,0
907,819.2691261210565,56,ATM,Credit Card,Germany,Afternoon,0
908,348.3991781808972,21,ATM,Crypto,Canada,Morning,0
909,266.82919909697955,20,POS,Crypto,Canada,Afternoon,0
910,385.89548408559426,46,POS,Credit Card,India,Night,0
911,594.3919930896596,69,ATM,Debit Card,India,Afternoon,0
912,275.3830044146475,28,POS,Debit Card,USA,Night,0
913,627.9074187706427,50,POS,Debit Card,Canada,Afternoon,0
914,415.31753566932804,55,ATM,PayPal,UK,Morning,0
915,556.5267090434604,28,ATM,Credit Card,Canada,Morning,0
916,441.7652638439635,44,POS,Crypto,Canada,Afternoon,0
917,301.5211019464985,50,ATM,PayPal,USA,Afternoon,0
918,948.9687738925351,38,ATM,PayPal,UK,Morning,0
919,765.9697362181632,56,ATM,Crypto,Canada,Night,0
920,148.712044008788,48,ATM,Credit Card,UK,Night,0
921,869.7832961389337,55,POS,PayPal,India,Night,0
922,492.5568862670185,63,ATM,Credit Card,India,Night,0
923,895.6067046251505,19,Online,Credit Card,UK,Evening,0
924,801.8567033878421,44,ATM,Credit Card,Canada,Night,0
925,430.9613694245411,53,Online,Crypto,UK,Evening,0
926,32.244615236916225,28,ATM,Credit Card,UK,Evening,0
927,275.99058579109663,64,Online,PayPal,India,Morning,0
928,546.2178725142583,35,Online,Crypto,UK,Morning,0
929,637.1434376278858,18,ATM,Crypto,Germany,Afternoon,0
930,265.3088085788703,52,ATM,PayPal,Germany,Night,0
931,147.96251333209588,52,ATM,Crypto,India,Night,0
932,836.5809344313061,48,Online,PayPal,Canada,Morning,0
933,984.5581588965166,45,POS,Debit Card,Canada,Morning,0
934,530.433280479659,56,POS,PayPal,India,Morning,0
935,179.96249298982048,18,ATM,Crypto,Canada,Afternoon,0
936,279.5842532541753,42,POS,PayPal,USA,Night,0
937,28.206769781992065,60,POS,Debit Card,Germany,Afternoon,0
938,915.155818494894,55,ATM,Credit Card,USA,Evening,0
939,126.57357206123973,37,Online,Credit Card,USA,Evening,0
940,580.751310759111,20,ATM,Credit Card,USA,Night,0
941,281.3146684803339,68,POS,Crypto,India,Morning,0
942,558.6362224906355,19,Online,Debit Card,USA,Morning,0
943,654.9061844683456,35,POS,PayPal,UK,Afternoon,1
944,831.4443856701296,61,Online,PayPal,Canada,Evening,0
945,214.35705904299718,27,POS,PayPal,India,Evening,0
946,20.88587037189567,22,ATM,PayPal,UK,Night,0
947,145.5167737681192,26,POS,Crypto,UK,Evening,0
948,901.018455429624,19,POS,Crypto,Germany,Morning,0
949,875.1511767868901,51,Online,Debit Card,Germany,Morning,0
950,601.4389711486052,55,POS,PayPal,UK,Morning,0
951,604.5116918293169,48,ATM,Credit Card,Germany,Night,0
952,668.3863078007929,27,ATM,Crypto,Canada,Afternoon,0
953,183.6175658372151,67,ATM,Debit Card,Canada,Evening,0
954,915.2678264657102,29,Online,Debit Card,Germany,Night,0
955,424.5828196431524,53,Online,Crypto,USA,Afternoon,1
956,389.3071429670025,38,POS,Credit Card,UK,Night,0
957,523.7285282300091,66,POS,Credit Card,Canada,Evening,0
958,56.496307107304496,64,POS,PayPal,Germany,Morning,0
959,174.62053506851862,23,Online,Crypto,Germany,Afternoon,0
960,740.6532802621067,65,Online,Credit Card,Canada,Afternoon,0
961,91.9706812458752,66,POS,Crypto,Canada,Night,0
962,607.1205883717244,20,Online,Debit Card,USA,Night,0
963,252.89561858450776,27,Online,Debit Card,Germany,Morning,0
964,395.4026579015568,22,ATM,Debit Card,Germany,Night,0
965,295.80679940299285,63,ATM,Crypto,India,Evening,0
966,362.11598930029965,43,POS,PayPal,USA,Evening,0
967,721.855446132403,38,POS,PayPal,Canada,Evening,0
968,304.15049846694325,62,ATM,Credit Card,Canada,Evening,0
969,570.7405938939282,43,Online,Crypto,UK,Morning,0
970,481.2898981771087,55,POS,PayPal,Canada,Morning,0
971,667.0344537090217,61,POS,Crypto,Germany,Morning,0
972,937.4614419315104,43,POS,PayPal,Canada,Night,0
973,735.2463762381478,25,Online,Debit Card,Germany,Morning,0
974,222.79097480484918,22,ATM,Debit Card,Germany,Afternoon,0
975,40.871303710671825,32,POS,Credit Card,USA,Afternoon,0
976,269.64140385682686,33,ATM,Debit Card,Canada,Afternoon,0
977,599.1271513932522,18,ATM,PayPal,USA,Night,0
978,60.91155534940785,33,Online,Credit Card,Germany,Night,0
979,501.402584729224,54,Online,Credit Card,Canada,Morning,0
980,600.8744204277203,20,Online,Debit Card,Canada,Evening,0
981,340.9014519087912,69,Online,Crypto,USA,Afternoon,0
982,773.2030817083637,64,Online,Debit Card,USA,Night,0
983,115.53227060243408,48,Online,Debit Card,Germany,Afternoon,0
984,84.38640391845067,30,POS,Credit Card,Germany,Morning,0
985,730.9068686415674,33,ATM,Debit Card,Canada,Night,0
986,500.5364030441365,60,Online,PayPal,Canada,Evening,0
987,691.5183724634587,38,POS,Credit Card,India,Evening,0
988,440.47906521770875,19,ATM,Debit Card,India,Night,0
989,253.93801290671576,44,Online,Crypto,UK,Evening,0
990,820.9112944974577,55,Online,PayPal,Germany,Morning,0
991,801.4217201792894,43,POS,Crypto,UK,Evening,0
992,697.7495061458825,55,ATM,PayPal,UK,Afternoon,0
993,279.4236858576631,63,Online,Crypto,USA,Afternoon,0
994,594.3283602003962,42,ATM,Debit Card,USA,Afternoon,0
995,367.36415797062654,28,POS,PayPal,India,Night,0
996,100.66625259336782,25,Online,Credit Card,UK,Night,0
997,918.1404397076203,25,ATM,Credit Card,India,Night,0
998,145.45044460977178,50,POS,Crypto,Germany,Night,0
999,950.7349802825944,24,POS,Crypto,Canada,Night,0
1000,451.5457152283762,55,Online,Crypto,USA,Morning,0
1001,193.28159955023347,38,ATM,PayPal,Germany,Night,0
1002,546.4819379045746,25,Online,Credit Card,Germany,Evening,0
1003,874.2163775176442,68,Online,Debit Card,USA,Morning,0
1004,734.9026375454656,38,ATM,PayPal,USA,Night,0
1005,808.4955363828352,37,ATM,Crypto,UK,Evening,0
1006,662.1955330436102,25,ATM,Credit Card,India,Morning,0
1007,695.3537988726739,63,POS,Crypto,Germany,Afternoon,0
1008,850.7036950496661,48,POS,Debit Card,UK,Morning,0
1009,257.1713287705941,67,ATM,Debit Card,UK,Night,0
1010,494.53071400670905,46,POS,Credit Card,Germany,Morning,0
1011,228.99734740140622,65,Online,PayPal,Germany,Morning,1
1012,987.7913279166805,26,ATM,Debit Card,Canada,Afternoon,0
1013,944.6187462897472,32,Online,Debit Card,India,Morning,0
1014,49.03254325482084,47,ATM,Debit Card,Germany,Morning,0
1015,708.5194207905316,43,Online,Debit Card,USA,Afternoon,0
1016,925.9958342415092,27,ATM,Crypto,Canada,Night,0
1017,188.7695916760602,46,Online,Crypto,India,Evening,0
1018,572.2657782471032,33,ATM,PayPal,USA,Morning,0
1019,916.3334146121614,53,ATM,Credit Card,USA,Afternoon,0
1020,43.60651879994085,37,POS,Credit Card,India,Morning,0
1021,700.4460645743716,62,Online,Credit Card,Canada,Night,0
1022,304.3755172988253,54,POS,Debit Card,USA,Night,0
1023,925.1522334227651,39,Online,Crypto,UK,Afternoon,0
1024,971.347662713714,24,POS,Crypto,India,Evening,0
1025,944.8238242222995,40,ATM,PayPal,India,Evening,0
1026,479.47207449088916,58,POS,Credit Card,Germany,Morning,0
1027,863.4222244794203,57,POS,Crypto,Canada,Afternoon,0
1028,846.1039045497197,46,ATM,PayPal,UK,Evening,0
1029,325.9094685108231,33,POS,Credit Card,UK,Night,0
1030,830.6263194091706,55,ATM,Debit Card,Germany,Evening,0
1031,46.63755836833769,45,Online,Crypto,USA,Afternoon,1
1032,600.3071796972325,65,POS,Crypto,USA,Night,0
1033,237.70874891482603,55,ATM,Credit Card,UK,Morning,0
1034,129.36121691950603,48,ATM,Debit Card,Canada,Night,0
1035,86.18366961291706,31,POS,Debit Card,USA,Evening,0
1036,699.3258881193584,50,Online,Crypto,India,Evening,0
1037,346.4762141303855,26,POS,Credit Card,Germany,Evening,0
1038,727.5191038134739,44,ATM,PayPal,Canada,Morning,0
1039,74.70277739095295,41,Online,Crypto,USA,Evening,0
1040,322.1374344523042,30,POS,Debit Card,UK,Afternoon,0
1041,544.0963794515839,43,ATM,PayPal,Germany,Morning,0
1042,792.8159331905739,46,POS,Credit Card,USA,Night,0
1043,325.5649779027492,68,Online,Debit Card,UK,Evening,0
1044,629.632462672639,66,Online,PayPal,USA,Afternoon,0
1045,887.1179707538253,60,Online,Crypto,Germany,Afternoon,0
1046,619.7045563004815,45,Online,Debit Card,India,Morning,0
1047,240.62988000609744,45,Online,Credit Card,India,Afternoon,0
1048,34.15677374097264,25,POS,Debit Card,UK,Morning,0
1049,871.3978851619206,40,Online,Crypto,India,Morning,0
1050,31.056716741883267,46,Online,Credit Card,Germany,Morning,0
1051,875.9546559573574,22,ATM,Crypto,UK,Night,0
1052,533.6477626869398,59,Online,PayPal,USA,Night,0
1053,939.6770215277672,24,ATM,Debit Card,Canada,Afternoon,0
1054,800.7954034159287,59,ATM,Crypto,USA,Night,0
1055,997.954769428004,53,ATM,PayPal,Germany,Morning,0
1056,357.20469729719304,58,POS,Credit Card,UK,Morning,0
1057,769.5164060418156,44,POS,Credit Card,USA,Night,0
1058,407.91160447314974,63,ATM,PayPal,UK,Afternoon,0
1059,485.0768641008698,19,POS,PayPal,India,Morning,1
1060,631.2304085861864,42,Online,Credit Card,Canada,Night,0
1061,874.9403430444754,26,POS,Crypto,Germany,Evening,0
1062,984.2426345073022,44,Online,PayPal,USA,Afternoon,0
1063,770.590679725873,18,Online,Crypto,Canada,Afternoon,0
1064,423.58911434566045,40,POS,Credit Card,Germany,Afternoon,0
1065,427.14343225429946,27,POS,Crypto,Germany,Evening,0
1066,740.2064785730025,59,ATM,Crypto,India,Morning,0
1067,246.3893743106193,69,POS,PayPal,UK,Afternoon,0
1068,119.36937200008072,42,POS,Crypto,UK,Night,0
1069,361.07593606436876,20,POS,Crypto,Canada,Afternoon,0
1070,294.3666017375409,23,Online,Crypto,India,Night,0
1071,303.3450392514302,23,Online,Credit Card,Germany,Afternoon,0
1072,241.27167353941084,19,Online,Credit Card,India,Night,0
1073,51.672257739998265,35,ATM,Debit Card,India,Night,0
1074,27.69519538607967,40,ATM,Credit Card,Canada,Night,0
1075,987.8451658386713,19,ATM,Credit Card,UK,Evening,0
1076,433.4954023985037,29,Online,Debit Card,India,Evening,0
1077,390.4833806880849,39,POS,Debit Card,India,Evening,0
1078,682.8508098661391,54,ATM,PayPal,India,Morning,0
1079,226.0713489864135,37,ATM,PayPal,USA,Night,0
1080,950.4615721107231,56,Online,Credit Card,India,Morning,0
1081,788.4815642713966,41,ATM,Crypto,India,Evening,0
1082,98.51689228913692,65,POS,PayPal,Germany,Night,0
1083,423.40496802707906,37,Online,PayPal,USA,Morning,0
1084,880.3271244865431,18,Online,Credit Card,India,Evening,0
1085,945.2847020684961,18,POS,Crypto,India,Morning,0
1086,472.727496137371,34,POS,Debit Card,Canada,Morning,0
1087,617.2772753186006,18,POS,Debit Card,Canada,Evening,0
1088,175.36360663115448,69,ATM,Credit Card,USA,Night,0
1089,991.2569398756068,62,POS,Credit Card,Germany,Afternoon,0
1090,239.35498436960896,47,Online,Crypto,USA,Afternoon,0
1091,943.3044563937744,58,POS,Credit Card,USA,Morning,0
1092,653.1501825024447,64,Online,Credit Card,Canada,Morning,0
1093,611.6594269300705,20,Online,Credit Card,Canada,Morning,0
1094,517.5616259063436,63,ATM,Crypto,Germany,Night,0
1095,238.3631136005811,28,POS,Credit Card,India,Morning,0
1096,184.76275168545317,41,ATM,PayPal,Germany,Morning,0
1097,228.2813469794736,39,POS,Crypto,India,Morning,0
1098,194.57387952281198,61,POS,PayPal,UK,Evening,0
1099,781.7886288310858,62,POS,Crypto,Canada,Afternoon,0
1100,356.6240065750628,43,POS,PayPal,UK,Afternoon,0
1101,67.2642497977624,30,POS,Crypto,UK,Evening,0
1102,969.4116038394033,18,Online,Debit Card,Canada,Night,0
1103,884.9480261137915,41,Online,Credit Card,UK,Night,0
1104,928.4747603632609,27,POS,Credit Card,USA,Night,0
1105,994.9587444199709,52,Online,Crypto,India,Evening,0
1106,182.1562967272924,41,ATM,PayPal,Germany,Afternoon,0
1107,402.27959871363214,45,ATM,Debit Card,Canada,Afternoon,0
1108,760.6560909470504,53,ATM,PayPal,USA,Morning,0
1109,699.0604118732543,33,POS,Credit Card,Germany,Afternoon,0
1110,162.3569472764565,57,POS,Credit Card,Germany,Night,0
1111,817.6747937407116,33,Online,PayPal,Germany,Night,0
1112,232.19616611829406,34,Online,Crypto,UK,Morning,1
1113,231.57943867439684,68,Online,Crypto,UK,Morning,0
1114,541.6046786644795,32,ATM,PayPal,UK,Afternoon,0
1115,597.0105354932862,33,ATM,Credit Card,UK,Morning,0
1116,584.2853457594331,32,ATM,PayPal,USA,Morning,0
1117,100.57196902377733,51,ATM,Credit Card,UK,Evening,0
1118,878.6862540040765,28,Online,PayPal,Canada,Afternoon,0
1119,272.944042162819,18,POS,Crypto,Germany,Night,0
1120,138.21977206997613,32,POS,Debit Card,USA,Evening,0
1121,889.8605990702874,43,ATM,Credit Card,UK,Night,0
1122,956.0949832474558,68,POS,Debit Card,Germany,Morning,0
1123,863.5063410927961,21,POS,Crypto,USA,Morning,0
1124,811.4209139776293,60,POS,PayPal,Germany,Night,0
1125,658.6895608326315,22,ATM,Crypto,USA,Evening,0
1126,555.348796903048,52,Online,Debit Card,India,Evening,0
1127,96.11689231229603,30,Online,Crypto,USA,Evening,0
1128,414.3686809399917,27,POS,Crypto,UK,Morning,0
1129,378.96163184219085,28,Online,PayPal,Germany,Afternoon,0
1130,267.1562459227229,35,Online,Debit Card,Germany,Morning,0
1131,726.1859125516991,51,ATM,Debit Card,Germany,Night,0
1132,500.9169777279831,56,ATM,Debit Card,Canada,Evening,0
1133,90.23575374857145,58,POS,Credit Card,Canada,Afternoon,0
1134,227.98136993031324,59,POS,Crypto,UK,Evening,0
1135,686.4261760229999,67,POS,Debit Card,India,Morning,1
1136,85.36955089539718,40,ATM,Crypto,Canada,Afternoon,1
1137,852.694844908281,24,Online,PayPal,USA,Afternoon,0
1138,500.1950617438346,56,ATM,PayPal,UK,Morning,1
1139,485.78071155338154,20,ATM,Credit Card,India,Evening,0
1140,596.4837068129224,29,Online,Credit Card,USA,Evening,0
1141,826.4341562658976,24,Online,PayPal,Germany,Evening,0
1142,354.3311158231711,66,POS,Debit Card,Canada,Morning,0
1143,681.2359910334729,43,Online,PayPal,USA,Night,0
1144,570.0746443558331,50,Online,Crypto,India,Night,0
1145,274.3579874677271,54,Online,Credit Card,UK,Evening,0
1146,879.8436864916064,65,Online,Credit Card,USA,Afternoon,0
1147,799.4517613908588,32,POS,PayPal,UK,Night,0
1148,661.8673163118413,19,POS,Debit Card,Germany,Evening,0
1149,852.0759118032995,58,Online,Debit Card,India,Night,0
1150,868.6212589502044,24,Online,Crypto,India,Evening,0
1151,711.2793469478844,49,POS,Credit Card,Canada,Night,0
1152,838.6431950800353,21,POS,PayPal,India,Night,0
1153,700.4967470525908,37,Online,PayPal,USA,Afternoon,0
1154,683.3393640426974,67,ATM,Credit Card,USA,Afternoon,0
1155,622.4252644330325,53,POS,PayPal,USA,Night,0
1156,755.1894731620648,49,POS,Credit Card,Germany,Evening,0
1157,167.01905424014296,45,POS,Debit Card,India,Afternoon,0
1158,882.0620516069391,30,Online,Debit Card,India,Morning,0
1159,873.1250924677797,18,Online,PayPal,USA,Afternoon,0
1160,38.95481020421356,52,POS,Debit Card,Canada,Night,0
1161,827.558583059115,65,Online,Debit Card,Canada,Night,0
1162,137.58116879871073,47,Online,Crypto,India,Morning,0
1163,341.7676657165505,53,POS,Credit Card,India,Afternoon,0
1164,746.0731737286917,42,Online,Credit Card,UK,Night,0
1165,169.15229708782513,33,ATM,PayPal,India,Morning,0
1166,819.7873538778716,36,Online,Credit Card,USA,Morning,0
1167,833.8128361781645,18,Online,Crypto,Germany,Evening,0
1168,512.3930564232278,22,POS,PayPal,India,Afternoon,0
1169,16.322012999665244,68,POS,PayPal,India,Afternoon,0
1170,294.16775184316367,39,ATM,Credit Card,USA,Afternoon,0
1171,620.7576491919848,41,Online,Debit Card,UK,Night,0
1172,981.3743162471492,60,ATM,Debit Card,India,Morning,0
1173,635.4953917465017,62,ATM,Debit Card,Canada,Evening,0
1174,267.2055452535182,69,POS,Debit Card,Canada,Afternoon,0
1175,637.6656460686153,54,Online,Crypto,Canada,Evening,0
1176,544.5855259186969,53,POS,PayPal,Germany,Evening,0
1177,782.0469411996322,53,ATM,Debit Card,Germany,Morning,0
1178,115.91083243868883,21,ATM,Crypto,India,Afternoon,1
1179,763.4176234770077,53,POS,PayPal,India,Evening,0
1180,545.8539128893492,69,POS,Credit Card,India,Afternoon,0
1181,963.3620838204047,35,POS,Credit Card,Germany,Afternoon,0
1182,348.45344437829925,67,POS,Crypto,India,Afternoon,0
1183,636.2956742026087,33,POS,PayPal,USA,Evening,1
1184,932.7078244549173,58,ATM,Debit Card,UK,Morning,0
1185,111.48463071077246,35,POS,PayPal,Canada,Morning,0
1186,937.8562023640866,39,Online,Debit Card,Canada,Evening,0
1187,691.0068650778052,19,ATM,Crypto,USA,Night,0
1188,77.15868851412019,38,ATM,Debit Card,India,Afternoon,0
1189,307.9539312773481,53,Online,Crypto,Germany,Afternoon,0
1190,711.0903677588287,61,Online,PayPal,India,Morning,0
1191,76.67709545408398,56,ATM,PayPal,India,Evening,0
1192,586.3487555745105,64,POS,Debit Card,Canada,Evening,0
1193,352.42422638342714,56,ATM,PayPal,Canada,Night,0
1194,624.7063625898023,46,ATM,Debit Card,Germany,Night,0
1195,55.28461347438772,43,Online,PayPal,Canada,Morning,0
1196,872.8214380908526,38,ATM,Credit Card,India,Night,1
1197,973.7540794856229,34,POS,Debit Card,USA,Night,0
1198,969.1890767328346,33,Online,Crypto,Germany,Evening,0
1199,752.1553134254955,48,ATM,Credit Card,USA,Evening,0
1200,138.78537772932566,68,ATM,Crypto,India,Night,0
1201,760.6805639697324,26,POS,PayPal,Germany,Morning,0
1202,34.341047294213496,48,ATM,Credit Card,USA,Night,0
1203,31.90231601370728,31,ATM,PayPal,Germany,Morning,0
1204,330.3741169580458,66,ATM,Debit Card,India,Night,0
1205,493.75675850061907,54,ATM,Crypto,Germany,Evening,0
1206,772.7033436297153,19,POS,PayPal,India,Evening,0
1207,686.4624228404401,69,ATM,Crypto,Germany,Morning,0
1208,451.44367931298086,65,ATM,Crypto,Germany,Night,0
1209,280.89039961884924,63,ATM,PayPal,Canada,Night,0
1210,997.153255156134,31,Online,Debit Card,India,Morning,0
1211,431.9194892136132,50,POS,Crypto,UK,Night,0
1212,456.87315408637875,52,Online,PayPal,Germany,Afternoon,0
1213,171.9875829797525,56,Online,Debit Card,USA,Evening,0
1214,796.8614532624301,64,POS,PayPal,Canada,Evening,0
1215,696.7454035236738,68,Online,Debit Card,Canada,Morning,0
1216,228.56191666087278,37,Online,Crypto,Germany,Night,0
1217,91.55723515968427,19,Online,Credit Card,UK,Morning,0
1218,683.694309053966,68,POS,PayPal,Canada,Afternoon,0
1219,657.9661021383239,58,ATM,Crypto,India,Night,0
1220,280.5269317282272,36,POS,PayPal,Germany,Afternoon,0
1221,951.3549266279063,54,POS,PayPal,Germany,Morning,0
1222,159.54731286309124,35,POS,Debit Card,UK,Evening,0
1223,438.0114530321759,33,Online,PayPal,India,Afternoon,0
1224,944.1797609659229,21,ATM,Debit Card,India,Night,0
1225,425.53004375686106,29,POS,Crypto,UK,Morning,1
1226,642.1406881874447,46,POS,PayPal,USA,Morning,0
1227,403.6184539831663,24,ATM,Crypto,India,Morning,0
1228,281.47305032518335,31,ATM,Credit Card,USA,Evening,0
1229,984.1378714802299,29,ATM,Crypto,USA,Morning,0
1230,415.2406662518926,52,Online,PayPal,Germany,Morning,0
1231,895.1582116423431,22,ATM,Credit Card,Germany,Evening,0
1232,237.6550598321753,34,Online,Debit Card,Canada,Morning,0
1233,220.97365698483247,59,POS,Credit Card,Germany,Morning,1
1234,40.82274205566625,49,Online,PayPal,India,Afternoon,0
1235,655.1501571221262,27,ATM,PayPal,India,Morning,0
1236,374.84108028652355,60,Online,Crypto,USA,Evening,0
1237,865.7146673412407,34,ATM,Debit Card,India,Afternoon,0
1238,478.47780762464157,22,Online,PayPal,Germany,Morning,0
1239,968.5114936355745,62,POS,PayPal,Germany,Evening,1
1240,193.67026054608993,59,Online,Debit Card,Germany,Night,0
1241,869.9369362760547,26,POS,Debit Card,UK,Morning,0
1242,778.8308842638243,66,ATM,Crypto,India,Night,0
1243,773.2126261976115,50,POS,Credit Card,Canada,Afternoon,0
1244,846.3353958357188,53,ATM,Debit Card,India,Evening,0
1245,763.4137510335689,53,ATM,PayPal,India,Afternoon,0
1246,629.9581184151012,35,POS,Debit Card,UK,Night,0
1247,139.9324289055637,26,POS,PayPal,India,Night,0
1248,42.200917696339395,46,Online,Crypto,USA,Night,0
1249,921.63936933753,67,Online,Credit Card,Germany,Evening,0
1250,620.4838113755306,31,POS,Crypto,Germany,Night,0
1251,798.5719180664146,42,POS,Debit Card,UK,Night,0
1252,486.70712799742455,32,POS,PayPal,Germany,Evening,0
1253,126.13510707277054,23,POS,Debit Card,USA,Night,0
1254,133.93393428052494,59,ATM,Debit Card,UK,Morning,0
1255,688.7096343566817,46,POS,Debit Card,Canada,Night,0
1256,436.00283595046807,32,POS,Debit Card,Germany,Evening,0
1257,208.51947943333334,46,POS,Credit Card,India,Night,0
1258,496.6786012740225,21,POS,PayPal,USA,Evening,0
1259,73.56684770438275,35,ATM,Debit Card,USA,Night,0
1260,586.1516878952548,67,Online,PayPal,Germany,Morning,0
1261,276.30347039074667,66,Online,Credit Card,Canada,Evening,0
1262,799.5835096308163,61,Online,PayPal,India,Evening,0
1263,317.258339334338,56,Online,PayPal,Canada,Evening,0
1264,460.6679475909832,33,Online,Credit Card,Canada,Evening,0
1265,21.50433450901963,28,ATM,Debit Card,Germany,Night,0
1266,81.7224189166133,31,Online,PayPal,India,Night,0
1267,398.568620842618,20,ATM,Crypto,Germany,Morning,0
1268,485.1394463699523,68,ATM,PayPal,Germany,Morning,0
1269,604.0203426381107,67,Online,Debit Card,USA,Night,1
1270,298.7459529222102,59,Online,Crypto,Germany,Afternoon,0
1271,698.0320672652771,55,Online,Debit Card,UK,Evening,1
1272,861.5211732173125,62,POS,PayPal,India,Night,0
1273,782.0524790044163,59,ATM,Credit Card,USA,Morning,0
1274,49.222637094873576,35,Online,Debit Card,India,Evening,0
1275,485.70187778525064,37,POS,Debit Card,USA,Morning,0
1276,113.88087663399313,65,ATM,Credit Card,UK,Afternoon,0
1277,249.6245657039022,42,POS,PayPal,Germany,Evening,0
1278,986.795967334475,55,POS,Debit Card,USA,Afternoon,0
1279,151.0705874724981,30,Online,PayPal,USA,Afternoon,0
1280,503.8992719168425,21,ATM,PayPal,USA,Afternoon,0
1281,621.9741769749379,31,POS,PayPal,UK,Night,0
1282,705.440320838663,50,ATM,Credit Card,India,Morning,0
1283,564.0521966520449,45,Online,PayPal,UK,Evening,1
1284,19.673138944991823,69,ATM,PayPal,USA,Night,0
1285,333.196695161552,54,POS,Crypto,USA,Morning,0
1286,522.5345269508643,25,POS,Crypto,Germany,Night,0
1287,96.98783415338502,61,ATM,Crypto,UK,Morning,0
1288,357.12066189708895,51,POS,Debit Card,UK,Evening,0
1289,42.8710777034529,61,POS,Debit Card,Canada,Evening,0
1290,87.79271218347054,22,POS,Crypto,India,Evening,0
1291,402.9540434395801,22,Online,Credit Card,Canada,Evening,0
1292,141.38859650262975,48,Online,Credit Card,Canada,Morning,0
1293,571.8654397789426,62,POS,Crypto,India,Night,0
1294,692.5703194458931,26,ATM,Debit Card,Germany,Evening,0
1295,802.580832117992,59,Online,Debit Card,Germany,Evening,0
1296,208.148741802362,49,ATM,Credit Card,India,Evening,0
1297,175.80775643647905,50,POS,PayPal,India,Afternoon,0
1298,113.52216193105625,20,POS,Credit Card,UK,Evening,1
1299,640.0659470482003,47,ATM,PayPal,UK,Evening,0
1300,709.4109692220321,67,Online,Debit Card,UK,Morning,0
1301,41.27028337738562,29,ATM,Debit Card,UK,Afternoon,0
1302,936.8501237812529,46,ATM,Crypto,USA,Morning,0
1303,61.451570814957684,20,POS,Debit Card,USA,Night,1
1304,545.8833719480598,43,Online,PayPal,Germany,Afternoon,1
1305,711.9699142564073,47,ATM,Credit Card,USA,Morning,0
